ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Scraped Tweet ID
08-235,16/05/23 00:26:27,https://twitter.com/onepiecetsiken/status/1200039587889860608,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@onepiecetsiken,TsikenInasal,searching for fabled treasure...  🏴‍☠️,Anonymous,09/09,2979,3202,🏝️ New World,"The thing with #Rappler is - the news is INTENTIONAL WRONG or WILLFUL WRONG with deliberate intention to delude the audience. If caught, you say.. we made mistakes. NO! You peddle #FakeNews.",,Text,28/11/19 13:11,,"Rational, Emotional",35,0,7,1,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1637
08-236,14/05/23 20:22:36,https://twitter.com/estejaranilla/status/1199909350493638656,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@estejaranilla,este1982,,Anonymous,07/13,34,6,,@rapplerdotcom Better conduct and put those stupid fake news maker to jail..esp..rappler😜,,"Text, Reply",28/11/19 04:34,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1643
08-237,16/05/23 00:26:27,https://twitter.com/geekygoofball/status/1199671412912295938,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@geekygoofball,A.A.B,la kang pake,Anonymous,08/11,49,48,Planet Heya,"@novemberpm_ Inquirer nagpalabas nung mga fake pix, rappler din puro fake news.. haha halos lHat sila actually..😂",,"Text, Reply",27/11/19 12:48,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1651
08-238,14/05/23 20:21:54,https://twitter.com/budz_delz2005/status/1199554862565875712,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@budz_delz2005,Aulderon,,Anonymous,06/11,124,33,Republic of the Philippines,@inquirerdotnet @khallareINQ Inquirer ang tagapagpakalat ng fake news kasama ang abiascbn rappler phil star at gma.mga inutil at pambansang talangka ng bayan pweee,,"Text, Reply",27/11/19 05:05,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1659
08-239,16/05/23 00:26:27,https://twitter.com/bro261371/status/1198838309759242241,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@bro261371,kyut,animal lover,Anonymous,05/18,293,137,,Matindi talaga kayo gumawa ng fake news@rappler https://t.co/l9ibzWUQIr,,"Text, Image",25/11/19 05:38,,Emotional,3,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1671
08-240,19/04/23 02:11:14,https://twitter.com/GasmienJean/status/1196182552630874112,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@GasmienJean,Jean Gasmieñ,Ayaw sa dilawan 😅,Anonymous,08/19,85,4,,Fake news ang rappler ! Ang linaw ! https://t.co/XbrYGMfGGo,,"Text, Image",17/11/19 21:45,,Rational,0,0,0,0,,No location,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",No location,1674
08-241,16/05/23 00:26:27,https://twitter.com/CLoveadore/status/1193629738092285952,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@CLoveadore,malditang lola,Karma is a bitch when it hits you back. Defender of the truth. Don’t like corrupt politicians who use their power for their own agenda❤️💚Bbm Sara loyalist,Anonymous,06/19,1131,701,,@JamesOKeefeIII @ABC @JesseBWatters It is the samething with 60 mins. on the interview of Maria Ressa about the Philippines being in a war zone. Rappler which funded by omidyar and Ressa the part owner spreading fake news about Pres Duterte. 60 mins never came to Philippines to check the facts. Shame these 60 mins,,"Text, Reply",10/11/19 20:41,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1681
08-242,14/05/23 20:21:04,https://twitter.com/Alakdan1102Eric/status/1185933133423579136,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Alakdan1102Eric,pinoyako,"IT Support Analyst,CyberSecurity Network Analyst,Cybersecurity Analyst
Information Security Analyst, Network Administrator, Network Technician.",Anonymous,08/12,3039,1937,"California, USA, Vancouver Can","@rapplerdotcom SUMAKAY na naman ang FAKE NEWS!
MAMATAY na sana kayong taga RAPPLER- CHAROT!
SIGN of PROTEST😜",,"Text, Reply",20/10/19 14:57,,Emotional,1,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1689
08-243,16/05/23 00:26:27,https://twitter.com/Alakdan1102Eric/status/1176202616889430017,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Alakdan1102Eric,pinoyako,"IT Support Analyst,CyberSecurity Network Analyst,Cybersecurity Analyst
Information Security Analyst, Network Administrator, Network Technician.",Anonymous,08/12,3039,1937,"California, USA, Vancouver Can","MAGBAYAD KAYO ng TAX! FAKE NEWS na nga kayo!!!!DOJ indicts Rappler Holdings, Maria Ressa for tax evasion https://t.co/Q67bTmJ75f",,"Text, URL",23/09/19 18:32,,Emotional,67,1,20,1,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1696
08-244,14/05/23 20:18:45,https://twitter.com/Alakdan1102Eric/status/1164536676766666752,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Alakdan1102Eric,pinoyako,"IT Support Analyst,CyberSecurity Network Analyst,Cybersecurity Analyst
Information Security Analyst, Network Administrator, Network Technician.",Anonymous,08/12,3039,1937,"California, USA, Vancouver Can","PINAGTYATYAGAAN no kasi ang INTERVIEW ng RAPPLER!
FAKE NEWS BLOG NGA ITO EH!",,"Text, Quote Tweet",22/08/19 13:55,,Rational,3,3,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1704
08-245,16/05/23 00:26:27,https://twitter.com/AdoboChronicles/status/1161636942355689473,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@AdoboChronicles,Adobo Chronicles,,Anonymous,03/14,60,1306,,@piaranada That’s right. We won’t accept the fake news that Rappler spreads...,,"Text, Reply",14/08/19 13:53,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1711
08-246,14/05/23 20:17:54,https://twitter.com/Jenny33134298/status/1151012343054327815,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Jenny33134298,Jenny,Fun,Anonymous,04/19,40,7,,@trxangeles Hoy rappler kau ang Queen of fake news.. Painosente p kau mga hudas,,"Text, Reply",16/07/19 06:15,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1719
08-247,16/05/23 00:26:27,https://twitter.com/Universalwatch2/status/1147492199736594433,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Universalwatch2,Universal@watch,,Anonymous,03/19,24,0,,"Don't trust @Richard Heydarian ..this guy is part of Trillanes group to destabilize the government of PRRD...they are in cohort of course every body knows the Abs Cbn,Gma 7,Rappler,Daily Inquirer, Sun Star etc...the fake news factory they are all foreign funded... https://t.co/dMqODnShoT",,"Text, Image",06/07/19 13:07,,"Rational, Emotional",0,0,0,1,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1726
08-248,14/05/23 20:17:17,https://twitter.com/musikerong/status/1141753861566164995,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@musikerong,Musikerong Panday,"BOHEMIAN PARTY LIST. Guitar/Bass Player.
Sinigang na Baboy Enthusiasts. That's My Boy Runner-Up (circa late 80's) Filipino Mukbang.",Anonymous,10/17,1414,7865,"Nimbin, New South Wales",Fake news ang Rappler at ang mga alagad ng LIBAG. #BeRizal,,Text,20/06/19 17:05,,Emotional,5,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1733
08-249,16/05/23 00:26:27,https://twitter.com/mystic1434/status/1136989332357574663,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@mystic1434,missy chua,"Filipino-Chinese, COo in training",Identified,02/10,4700,3826,"Las Vegas, NV","@facebook u r super strict when we post Fake News, u hired Rappler&amp;VeraFiles as ur FACT CHECKERS. But they r biased. They only fact check the MISTAKES of PDu30, his family &amp; this govt but IF it is AGAINST PDu30, they r not factchecking. Thats why u r now sued for 1B DamageSuit. https://t.co/3MU3WCHDX9",,"Text, Image",07/06/19 13:32,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1741
